date,USDONTD156N
15/08/2014,0.0915
18/08/2014,0.0914
19/08/2014,0.0919
20/08/2014,0.0911
21/08/2014,0.092
22/08/2014,0.0919
25/08/2014,.
26/08/2014,0.092
27/08/2014,0.092
28/08/2014,0.0915
29/08/2014,0.0895
01/09/2014,.
02/09/2014,0.0905
03/09/2014,0.0905
04/09/2014,0.091
05/09/2014,0.091
08/09/2014,0.091
09/09/2014,0.0905
10/09/2014,0.0909
11/09/2014,0.0906
12/09/2014,0.091
15/09/2014,0.091
16/09/2014,0.091
17/09/2014,0.091
18/09/2014,0.0907
19/09/2014,0.0912
22/09/2014,0.0903
23/09/2014,0.0909
24/09/2014,0.0908
25/09/2014,0.0908
26/09/2014,0.0905
29/09/2014,0.0905
30/09/2014,0.0808
01/10/2014,0.0908
02/10/2014,0.0895
03/10/2014,0.0899
06/10/2014,0.0905
07/10/2014,0.0902
08/10/2014,0.09
09/10/2014,0.0904
10/10/2014,0.0905
13/10/2014,.
14/10/2014,0.091
15/10/2014,0.092
16/10/2014,0.0913
17/10/2014,0.091
20/10/2014,0.0915
21/10/2014,0.091
22/10/2014,0.0915
23/10/2014,0.0905
24/10/2014,0.0905
27/10/2014,0.09
28/10/2014,0.0905
29/10/2014,0.0915
30/10/2014,0.0911
31/10/2014,0.088
03/11/2014,0.0925
04/11/2014,0.0925
05/11/2014,0.0925
06/11/2014,0.0935
07/11/2014,0.094
10/11/2014,0.094
11/11/2014,.
12/11/2014,0.0945
13/11/2014,0.0939
14/11/2014,0.094
17/11/2014,0.0945
18/11/2014,0.0964
19/11/2014,0.0985
20/11/2014,0.0994
21/11/2014,0.1015
24/11/2014,0.1015
25/11/2014,0.1025
26/11/2014,0.102
27/11/2014,.
28/11/2014,0.0977
01/12/2014,0.1017
02/12/2014,0.1067
03/12/2014,0.1095
04/12/2014,0.111
05/12/2014,0.111
08/12/2014,0.111
09/12/2014,0.11
10/12/2014,0.112
11/12/2014,0.1125
12/12/2014,0.1104
15/12/2014,0.1105
16/12/2014,0.11
17/12/2014,0.1108
18/12/2014,0.1117
19/12/2014,0.114
22/12/2014,0.1142
23/12/2014,0.1141
24/12/2014,0.1151
25/12/2014,.
26/12/2014,.
29/12/2014,0.1161
30/12/2014,0.1146
31/12/2014,0.0852
01/01/2015,.
02/01/2015,0.1126
05/01/2015,0.1164
06/01/2015,0.1187
07/01/2015,0.1189
08/01/2015,0.1191
09/01/2015,0.1191
12/01/2015,0.1165
13/01/2015,0.1167
14/01/2015,0.1196
15/01/2015,0.1201
16/01/2015,0.1201
19/01/2015,.
20/01/2015,0.1208
21/01/2015,0.1214
22/01/2015,0.1214
23/01/2015,0.1199
26/01/2015,0.1199
27/01/2015,0.1196
28/01/2015,0.1177
29/01/2015,0.1194
30/01/2015,0.115
02/02/2015,0.116
03/02/2015,0.1175
04/02/2015,0.118
05/02/2015,0.118
06/02/2015,0.1175
09/02/2015,0.117
10/02/2015,0.116
11/02/2015,0.118
12/02/2015,0.1195
13/02/2015,0.1175
16/02/2015,.
17/02/2015,0.1175
18/02/2015,0.118
19/02/2015,0.1185
20/02/2015,0.1205
23/02/2015,0.119
24/02/2015,0.119
25/02/2015,0.118
26/02/2015,0.118
27/02/2015,0.116
02/03/2015,0.1192
03/03/2015,0.1215
04/03/2015,0.1215
05/03/2015,0.1215
06/03/2015,0.1215
09/03/2015,0.1215
10/03/2015,0.122
11/03/2015,0.122
12/03/2015,0.1225
13/03/2015,0.123
16/03/2015,0.123
17/03/2015,0.1225
18/03/2015,0.122
19/03/2015,0.122
20/03/2015,0.122
23/03/2015,0.1225
24/03/2015,0.122
25/03/2015,0.1215
26/03/2015,0.121
27/03/2015,0.121
30/03/2015,0.12
31/03/2015,0.114
01/04/2015,0.1225
02/04/2015,0.1215
03/04/2015,.
06/04/2015,.
07/04/2015,0.122
08/04/2015,0.121
09/04/2015,0.121
10/04/2015,0.122
13/04/2015,0.122
14/04/2015,0.122
15/04/2015,0.122
16/04/2015,0.122
17/04/2015,0.122
20/04/2015,0.122
21/04/2015,0.1225
22/04/2015,0.122
23/04/2015,0.1225
24/04/2015,0.1225
27/04/2015,0.1225
28/04/2015,0.123
29/04/2015,0.123
30/04/2015,0.12
01/05/2015,0.122
04/05/2015,.
05/05/2015,0.123
06/05/2015,0.123
07/05/2015,0.123
08/05/2015,0.123
11/05/2015,0.123
12/05/2015,0.123
13/05/2015,0.123
14/05/2015,0.123
15/05/2015,0.124
18/05/2015,0.124
19/05/2015,0.124
20/05/2015,0.124
21/05/2015,0.124
22/05/2015,0.124
25/05/2015,.
26/05/2015,0.123
27/05/2015,0.123
28/05/2015,0.123
29/05/2015,0.121
01/06/2015,0.123
02/06/2015,0.1235
03/06/2015,0.123
04/06/2015,0.123
05/06/2015,0.123
08/06/2015,0.123
09/06/2015,0.123
10/06/2015,0.123
11/06/2015,0.123
12/06/2015,0.123
15/06/2015,0.1235
16/06/2015,0.1235
17/06/2015,0.123
18/06/2015,0.1235
19/06/2015,0.1245
22/06/2015,0.1245
23/06/2015,0.124
24/06/2015,0.1235
25/06/2015,0.1245
26/06/2015,0.124
29/06/2015,0.1236
30/06/2015,0.112
01/07/2015,0.123
02/07/2015,0.125
03/07/2015,0.1255
06/07/2015,0.1255
07/07/2015,0.126
08/07/2015,0.1255
09/07/2015,0.1255
10/07/2015,0.1265
13/07/2015,0.128
14/07/2015,0.128
15/07/2015,0.128
16/07/2015,0.128
17/07/2015,0.128
20/07/2015,0.1275
21/07/2015,0.1275
22/07/2015,0.1285
23/07/2015,0.1265
24/07/2015,0.1265
27/07/2015,0.126
28/07/2015,0.126
29/07/2015,0.126
30/07/2015,0.1265
31/07/2015,0.1214
03/08/2015,0.1265
04/08/2015,0.1265
05/08/2015,0.1265
06/08/2015,0.126
07/08/2015,0.126
10/08/2015,0.1265
11/08/2015,0.1275
12/08/2015,0.128
13/08/2015,0.1285
14/08/2015,0.1305
17/08/2015,0.1325
18/08/2015,0.1325
19/08/2015,0.133
20/08/2015,0.133
21/08/2015,0.133
24/08/2015,0.133
25/08/2015,0.1325
26/08/2015,0.133
27/08/2015,0.1335
28/08/2015,0.1335
31/08/2015,.
01/09/2015,0.132
02/09/2015,0.133
03/09/2015,0.1355
04/09/2015,0.1355
07/09/2015,.
08/09/2015,0.1355
09/09/2015,0.135
10/09/2015,0.1345
11/09/2015,0.1355
14/09/2015,0.136
15/09/2015,0.1365
16/09/2015,0.1365
17/09/2015,0.1375
18/09/2015,0.1375
21/09/2015,0.1355
22/09/2015,0.1355
23/09/2015,0.136
24/09/2015,0.136
25/09/2015,0.1345
28/09/2015,0.1345
29/09/2015,0.1335
30/09/2015,0.1162
01/10/2015,0.1325
02/10/2015,0.1325
05/10/2015,0.1325
06/10/2015,0.132
07/10/2015,0.1315
08/10/2015,0.131
09/10/2015,0.132
12/10/2015,.
13/10/2015,0.132
14/10/2015,0.132
15/10/2015,0.1325
16/10/2015,0.132
19/10/2015,0.1315
20/10/2015,0.132
21/10/2015,0.132
22/10/2015,0.132
23/10/2015,0.1315
26/10/2015,0.1315
27/10/2015,0.1315
28/10/2015,0.132
29/10/2015,0.132
30/10/2015,0.1248
02/11/2015,0.131
03/11/2015,0.131
04/11/2015,0.131
05/11/2015,0.131
06/11/2015,0.131
09/11/2015,0.131
10/11/2015,0.131
11/11/2015,.
12/11/2015,0.1305
13/11/2015,0.131
16/11/2015,0.131
17/11/2015,0.131
18/11/2015,0.131
19/11/2015,0.13
20/11/2015,0.131
23/11/2015,0.1305
24/11/2015,0.1305
25/11/2015,0.1305
26/11/2015,.
27/11/2015,0.1305
30/11/2015,0.128
01/12/2015,0.1305
02/12/2015,0.1305
03/12/2015,0.1305
04/12/2015,0.1305
07/12/2015,0.13
08/12/2015,0.1295
09/12/2015,0.1295
10/12/2015,0.1315
11/12/2015,0.1335
14/12/2015,0.135
15/12/2015,0.1355
16/12/2015,0.1518
17/12/2015,0.3614
18/12/2015,0.3658
21/12/2015,0.3672
22/12/2015,0.3674
23/12/2015,0.3673
24/12/2015,0.3671
25/12/2015,.
28/12/2015,.
29/12/2015,0.366
30/12/2015,0.3661
31/12/2015,0.2745
01/01/2016,.
04/01/2016,0.3658
05/01/2016,0.365
06/01/2016,0.3661
07/01/2016,0.3651
08/01/2016,0.3662
11/01/2016,0.3661
12/01/2016,0.3661
13/01/2016,0.3663
14/01/2016,0.3661
15/01/2016,0.3661
18/01/2016,.
19/01/2016,0.366
20/01/2016,0.3655
21/01/2016,0.3658
22/01/2016,0.3659
25/01/2016,0.366
26/01/2016,0.3657
27/01/2016,0.3659
28/01/2016,0.3684
29/01/2016,0.3674
01/02/2016,0.366
02/02/2016,0.369
03/02/2016,0.3686
04/02/2016,0.3704
05/02/2016,0.37
08/02/2016,0.3763
09/02/2016,0.3771
10/02/2016,0.3731
11/02/2016,0.3715
12/02/2016,0.3708
15/02/2016,.
16/02/2016,0.371
17/02/2016,0.37
18/02/2016,0.3714
19/02/2016,0.3709
22/02/2016,0.371
23/02/2016,0.371
24/02/2016,0.3715
25/02/2016,0.3743
26/02/2016,0.3745
29/02/2016,0.3715
01/03/2016,0.3679
02/03/2016,0.3715
03/03/2016,0.373
04/03/2016,0.372
07/03/2016,0.372
08/03/2016,0.372
09/03/2016,0.372
10/03/2016,0.3725
11/03/2016,0.3725
14/03/2016,0.3743
15/03/2016,0.3753
16/03/2016,0.3743
17/03/2016,0.3748
18/03/2016,0.3743
21/03/2016,0.3743
22/03/2016,0.3743
23/03/2016,0.3753
24/03/2016,0.3745
25/03/2016,.
28/03/2016,.
29/03/2016,0.3755
30/03/2016,0.3772
31/03/2016,0.3831
01/04/2016,0.3791
04/04/2016,0.3794
05/04/2016,0.3777
06/04/2016,0.3782
07/04/2016,0.3782
08/04/2016,0.3775
11/04/2016,0.3792
12/04/2016,0.3792
13/04/2016,0.3802
14/04/2016,0.3797
15/04/2016,0.3807
18/04/2016,0.3812
19/04/2016,0.3827
20/04/2016,0.3822
21/04/2016,0.3817
22/04/2016,0.3812
25/04/2016,0.3812
26/04/2016,0.3807
27/04/2016,0.3802
28/04/2016,0.3827
29/04/2016,0.3837
02/05/2016,.
03/05/2016,0.3857
04/05/2016,0.3858
05/05/2016,0.385
06/05/2016,0.385
09/05/2016,0.385
10/05/2016,0.3845
11/05/2016,0.385
12/05/2016,0.385
13/05/2016,0.3855
16/05/2016,0.3855
17/05/2016,0.386
18/05/2016,0.385
19/05/2016,0.384
20/05/2016,0.3845
23/05/2016,0.385
24/05/2016,0.385
25/05/2016,0.3861
26/05/2016,0.3861
27/05/2016,0.385
30/05/2016,.
31/05/2016,0.3865
01/06/2016,0.3855
02/06/2016,0.3855
03/06/2016,0.3861
06/06/2016,0.3861
07/06/2016,0.3865
08/06/2016,0.3876
09/06/2016,0.3856
10/06/2016,0.3861
13/06/2016,0.3855
14/06/2016,0.3855
15/06/2016,0.385
16/06/2016,0.3855
17/06/2016,0.3865
20/06/2016,0.3901
21/06/2016,0.3901
22/06/2016,0.3896
23/06/2016,0.3911
24/06/2016,0.3934
27/06/2016,0.4001
28/06/2016,0.4016
29/06/2016,0.4051
30/06/2016,0.4116
01/07/2016,0.4061
04/07/2016,.
05/07/2016,0.4096
06/07/2016,0.4112
07/07/2016,0.4127
08/07/2016,0.4122
11/07/2016,0.4137
12/07/2016,0.4122
13/07/2016,0.4127
14/07/2016,0.4122
15/07/2016,0.4152
18/07/2016,0.4159
19/07/2016,0.4159
20/07/2016,0.4174
21/07/2016,0.4179
22/07/2016,0.4179
25/07/2016,0.4179
26/07/2016,0.4179
27/07/2016,0.4164
28/07/2016,0.4159
29/07/2016,0.4129
01/08/2016,0.4144
02/08/2016,0.4179
03/08/2016,0.4174
04/08/2016,0.4179
05/08/2016,0.4189
08/08/2016,0.4189
09/08/2016,0.4188
10/08/2016,0.4197
11/08/2016,0.4202
12/08/2016,0.4191
15/08/2016,0.41889
16/08/2016,0.41778
17/08/2016,0.41722
18/08/2016,0.41722
19/08/2016,0.41556
22/08/2016,0.41667
23/08/2016,0.41778
24/08/2016,0.41833
25/08/2016,0.41989
26/08/2016,0.41833
29/08/2016,.
30/08/2016,0.41944
31/08/2016,0.41944
01/09/2016,0.41611
02/09/2016,0.42044
05/09/2016,.
06/09/2016,0.42044
07/09/2016,0.42156
08/09/2016,0.42211
09/09/2016,0.42156
12/09/2016,0.421
13/09/2016,0.421
14/09/2016,0.42211
15/09/2016,0.42156
16/09/2016,0.42044
19/09/2016,0.42156
20/09/2016,0.42211
21/09/2016,0.42211
22/09/2016,0.42322
23/09/2016,0.42322
26/09/2016,0.42433
27/09/2016,0.42544
28/09/2016,0.42063
29/09/2016,0.41989
30/09/2016,0.42378
03/10/2016,0.42267
04/10/2016,0.42433
05/10/2016,0.42822
06/10/2016,0.42878
07/10/2016,0.42656
10/10/2016,.
11/10/2016,0.42767
12/10/2016,0.42878
13/10/2016,0.431
14/10/2016,0.43044
17/10/2016,0.43322
18/10/2016,0.43322
19/10/2016,0.43378
20/10/2016,0.43322
21/10/2016,0.43322
24/10/2016,0.43211
25/10/2016,0.43433
26/10/2016,0.43433
27/10/2016,0.43489
28/10/2016,0.43544
31/10/2016,0.43344
01/11/2016,0.43456
02/11/2016,0.43733
03/11/2016,0.43678
04/11/2016,0.43511
07/11/2016,0.43456
08/11/2016,0.434
09/11/2016,0.43233
10/11/2016,0.43233
11/11/2016,.
14/11/2016,0.43344
15/11/2016,0.43289
16/11/2016,0.43289
17/11/2016,0.43456
18/11/2016,0.43367
21/11/2016,0.43367
22/11/2016,0.43367
23/11/2016,0.43422
24/11/2016,.
25/11/2016,0.43478
28/11/2016,0.43422
29/11/2016,0.43422
30/11/2016,0.43056
01/12/2016,0.43422
02/12/2016,0.43478
05/12/2016,0.43478
06/12/2016,0.43422
07/12/2016,0.43367
08/12/2016,0.43311
09/12/2016,0.43422
12/12/2016,0.437
13/12/2016,0.437
14/12/2016,0.43867
15/12/2016,0.67889
16/12/2016,0.68389
19/12/2016,0.68111
20/12/2016,0.68378
21/12/2016,0.686
22/12/2016,0.68656
23/12/2016,0.69378
26/12/2016,.
27/12/2016,.
28/12/2016,0.68656
29/12/2016,0.68822
30/12/2016,0.69211
02/01/2017,.
03/01/2017,0.69544
04/01/2017,0.69044
05/01/2017,0.69222
06/01/2017,0.691
09/01/2017,0.693
10/01/2017,0.69333
11/01/2017,0.69278
12/01/2017,0.69278
13/01/2017,0.69278
16/01/2017,.
17/01/2017,0.69
18/01/2017,0.68944
19/01/2017,0.69
20/01/2017,0.68833
23/01/2017,0.68889
24/01/2017,0.68833
25/01/2017,0.68833
26/01/2017,0.68722
27/01/2017,0.69
30/01/2017,0.69167
31/01/2017,0.69
01/02/2017,0.69111
02/02/2017,0.68833
03/02/2017,0.69278
06/02/2017,0.68833
07/02/2017,0.68778
08/02/2017,0.68667
09/02/2017,0.68667
10/02/2017,0.68778
13/02/2017,0.68722
14/02/2017,0.68722
15/02/2017,0.68556
16/02/2017,0.68611
17/02/2017,0.68611
20/02/2017,.
21/02/2017,0.68611
22/02/2017,0.68333
23/02/2017,0.68333
24/02/2017,0.68278
27/02/2017,0.68333
28/02/2017,0.68056
01/03/2017,0.68167
02/03/2017,0.68278
03/03/2017,0.68278
06/03/2017,0.68278
07/03/2017,0.68278
08/03/2017,0.68211
09/03/2017,0.68211
10/03/2017,0.68189
13/03/2017,0.68278
14/03/2017,0.68689
15/03/2017,0.68667
16/03/2017,0.92578
17/03/2017,0.92422
20/03/2017,0.92644
21/03/2017,0.92533
22/03/2017,0.92667
23/03/2017,0.92611
24/03/2017,0.92667
27/03/2017,0.92444
28/03/2017,0.925
29/03/2017,0.92556
30/03/2017,0.92667
31/03/2017,0.92167
03/04/2017,0.92722
04/04/2017,0.93
05/04/2017,0.93111
06/04/2017,0.93
07/04/2017,0.93056
10/04/2017,0.92722
11/04/2017,0.92722
12/04/2017,0.92778
13/04/2017,0.92611
14/04/2017,.
17/04/2017,.
18/04/2017,0.93
19/04/2017,0.93
20/04/2017,0.92944
21/04/2017,0.92944
24/04/2017,0.92667
25/04/2017,0.92833
26/04/2017,0.93028
27/04/2017,0.93056
28/04/2017,0.92944
01/05/2017,.
02/05/2017,0.92667
03/05/2017,0.92722
04/05/2017,0.92778
05/05/2017,0.92778
08/05/2017,0.92778
09/05/2017,0.92722
10/05/2017,0.92833
11/05/2017,0.92833
12/05/2017,0.92833
15/05/2017,0.92889
16/05/2017,0.92833
17/05/2017,0.92833
18/05/2017,0.92778
19/05/2017,0.92889
22/05/2017,0.92889
23/05/2017,0.93056
24/05/2017,0.93056
25/05/2017,0.93
26/05/2017,0.93
29/05/2017,.
30/05/2017,0.93111
31/05/2017,0.92889
01/06/2017,0.93111
02/06/2017,0.93111
05/06/2017,0.93111
06/06/2017,0.93056
07/06/2017,0.93111
08/06/2017,0.93056
09/06/2017,0.93111
12/06/2017,0.93111
13/06/2017,0.93111
14/06/2017,0.93111
15/06/2017,1.175
16/06/2017,1.17722
19/06/2017,1.17667
20/06/2017,1.17611
21/06/2017,1.17722
22/06/2017,1.17722
23/06/2017,1.17667
26/06/2017,1.17611
27/06/2017,1.17611
28/06/2017,1.17667
29/06/2017,1.17333
30/06/2017,1.16167
03/07/2017,1.17167
04/07/2017,.
05/07/2017,1.17389
06/07/2017,1.17389
07/07/2017,1.17389
10/07/2017,1.17444
11/07/2017,1.17722
12/07/2017,1.17833
13/07/2017,1.17833
14/07/2017,1.17722
17/07/2017,1.17778
18/07/2017,1.17722
19/07/2017,1.17889
20/07/2017,1.17889
21/07/2017,1.17889
24/07/2017,1.17889
25/07/2017,1.18
26/07/2017,1.17778
27/07/2017,1.17722
28/07/2017,1.17833
31/07/2017,1.17611
01/08/2017,1.17556
02/08/2017,1.17722
03/08/2017,1.17722
04/08/2017,1.17778
07/08/2017,1.17722
08/08/2017,1.17778
09/08/2017,1.17778
10/08/2017,1.17778
11/08/2017,1.17778
14/08/2017,1.17778
15/08/2017,1.17778
16/08/2017,1.17889
17/08/2017,1.17778
18/08/2017,1.17722
21/08/2017,1.17778
22/08/2017,1.17778
23/08/2017,1.17778
24/08/2017,1.17778
25/08/2017,1.17778
28/08/2017,.
29/08/2017,1.17833
30/08/2017,1.17778
31/08/2017,1.17556
01/09/2017,1.17722
04/09/2017,.
05/09/2017,1.17778
06/09/2017,1.17611
07/09/2017,1.17611
08/09/2017,1.17722
11/09/2017,1.17778
12/09/2017,1.17778
13/09/2017,1.17722
14/09/2017,1.17889
15/09/2017,1.17889
18/09/2017,1.17889
19/09/2017,1.17889
20/09/2017,1.17889
21/09/2017,1.17889
22/09/2017,1.17889
25/09/2017,1.17833
26/09/2017,1.17833
27/09/2017,1.18
28/09/2017,1.18111
29/09/2017,1.18167
02/10/2017,1.18
03/10/2017,1.18056
04/10/2017,1.18222
05/10/2017,1.18222
06/10/2017,1.18222
09/10/2017,.
10/10/2017,1.18167
11/10/2017,1.18333
12/10/2017,1.18444
13/10/2017,1.18444
16/10/2017,1.18444
17/10/2017,1.18444
18/10/2017,1.18444
19/10/2017,1.185
20/10/2017,1.18444
23/10/2017,1.18444
24/10/2017,1.18444
25/10/2017,1.18444
26/10/2017,1.18444
27/10/2017,1.18444
30/10/2017,1.185
31/10/2017,1.18222
01/11/2017,1.18222
02/11/2017,1.18389
03/11/2017,1.18444
06/11/2017,1.18389
07/11/2017,1.18389
08/11/2017,1.18333
09/11/2017,1.18333
10/11/2017,1.18333
13/11/2017,1.18278
14/11/2017,1.18278
15/11/2017,1.18278
16/11/2017,1.18278
17/11/2017,1.18278
20/11/2017,1.18278
21/11/2017,1.18278
22/11/2017,1.18278
23/11/2017,.
24/11/2017,1.18375
27/11/2017,1.18375
28/11/2017,1.185
29/11/2017,1.18625
30/11/2017,1.18
01/12/2017,1.1825
04/12/2017,1.1825
05/12/2017,1.1825
06/12/2017,1.1825
07/12/2017,1.1825
08/12/2017,1.1825
11/12/2017,1.1825
12/12/2017,1.1825
13/12/2017,1.1825
14/12/2017,1.4275
15/12/2017,1.43313
18/12/2017,1.43313
19/12/2017,1.43313
20/12/2017,1.43438
21/12/2017,1.43438
22/12/2017,1.43438
25/12/2017,.
26/12/2017,.
27/12/2017,1.435
28/12/2017,1.4375
29/12/2017,1.42875
01/01/2018,.
02/01/2018,1.4375
03/01/2018,1.43875
04/01/2018,1.4375
05/01/2018,1.4375
08/01/2018,1.4375
09/01/2018,1.4375
10/01/2018,1.43625
11/01/2018,1.4375
12/01/2018,1.4375
15/01/2018,.
16/01/2018,1.43875
17/01/2018,1.4375
18/01/2018,1.4375
19/01/2018,1.4375
22/01/2018,1.4375
23/01/2018,1.4375
24/01/2018,1.4375
25/01/2018,1.43813
26/01/2018,1.43813
29/01/2018,1.43938
30/01/2018,1.43938
31/01/2018,1.43938
01/02/2018,1.44375
02/02/2018,1.44375
05/02/2018,1.43938
06/02/2018,1.43875
07/02/2018,1.43875
08/02/2018,1.43875
09/02/2018,1.44
12/02/2018,1.4425
13/02/2018,1.44375
14/02/2018,1.44375
15/02/2018,1.44375
16/02/2018,1.445
19/02/2018,.
20/02/2018,1.445
21/02/2018,1.445
22/02/2018,1.44438
23/02/2018,1.44813
26/02/2018,1.4475
27/02/2018,1.4475
28/02/2018,1.4425
01/03/2018,1.44625
02/03/2018,1.4475
05/03/2018,1.4475
06/03/2018,1.44688
07/03/2018,1.44688
08/03/2018,1.44688
09/03/2018,1.44688
12/03/2018,1.445
13/03/2018,1.445
14/03/2018,1.445
15/03/2018,1.445
16/03/2018,1.44625
19/03/2018,1.4475
20/03/2018,1.4475
21/03/2018,1.44875
22/03/2018,1.6975
23/03/2018,1.6975
26/03/2018,1.6975
27/03/2018,1.6975
28/03/2018,1.69875
29/03/2018,1.69688
30/03/2018,.
02/04/2018,.
03/04/2018,1.69938
04/04/2018,1.70188
05/04/2018,1.70313
06/04/2018,1.70313
09/04/2018,1.70188
10/04/2018,1.70188
11/04/2018,1.70188
12/04/2018,1.70313
13/04/2018,1.70188
16/04/2018,1.70125
17/04/2018,1.70375
18/04/2018,1.705
19/04/2018,1.70313
20/04/2018,1.70313
23/04/2018,1.70313
24/04/2018,1.70313
25/04/2018,1.70313
26/04/2018,1.70313
27/04/2018,1.70438
30/04/2018,1.70369
01/05/2018,1.70438
02/05/2018,1.70438
03/05/2018,1.70438
04/05/2018,1.70563
07/05/2018,.
08/05/2018,1.705
09/05/2018,1.705
10/05/2018,1.705
11/05/2018,1.70625
14/05/2018,1.705
15/05/2018,1.705
16/05/2018,1.70538
17/05/2018,1.706
18/05/2018,1.70725
21/05/2018,1.706
22/05/2018,1.7085
23/05/2018,1.70788
24/05/2018,1.7085
25/05/2018,1.70725
28/05/2018,.
29/05/2018,1.7085
30/05/2018,1.71163
31/05/2018,1.71163
01/06/2018,1.712
04/06/2018,1.712
05/06/2018,1.712
06/06/2018,1.7135
07/06/2018,1.71438
08/06/2018,1.715
11/06/2018,1.71463
12/06/2018,1.71325
13/06/2018,1.71263
14/06/2018,1.93563
15/06/2018,1.92563
18/06/2018,1.9255
19/06/2018,1.92888
20/06/2018,1.93038
21/06/2018,1.92788
22/06/2018,1.928
25/06/2018,1.93163
26/06/2018,1.935
27/06/2018,1.93375
28/06/2018,1.93325
29/06/2018,1.93538
02/07/2018,1.92975
03/07/2018,1.92813
04/07/2018,.
05/07/2018,1.92813
06/07/2018,1.92563
09/07/2018,1.92588
10/07/2018,1.91925
11/07/2018,1.91825
12/07/2018,1.91763
13/07/2018,1.91763
16/07/2018,1.91263
17/07/2018,1.91825
18/07/2018,1.91325
19/07/2018,1.91225
20/07/2018,1.9135
23/07/2018,1.91838
24/07/2018,1.91413
25/07/2018,1.91488
26/07/2018,1.91725
27/07/2018,1.91163
30/07/2018,1.916
31/07/2018,1.91538
01/08/2018,1.91563
02/08/2018,1.92025
03/08/2018,1.915
06/08/2018,1.92
07/08/2018,1.91338
08/08/2018,1.91625
09/08/2018,1.91625
10/08/2018,1.9125
13/08/2018,1.9125
14/08/2018,1.91325
15/08/2018,1.91375
16/08/2018,1.92
17/08/2018,1.91688
20/08/2018,1.9175
21/08/2018,1.91963
22/08/2018,1.91775
23/08/2018,1.91813
24/08/2018,1.91888
27/08/2018,.
28/08/2018,1.91488
29/08/2018,1.91538
30/08/2018,1.92
31/08/2018,1.91488
03/09/2018,.
04/09/2018,1.91363
05/09/2018,1.91875
06/09/2018,1.91838
07/09/2018,1.91875
10/09/2018,1.91913
11/09/2018,1.91513
12/09/2018,1.919
13/09/2018,1.91988
14/09/2018,1.91513
17/09/2018,1.91463
18/09/2018,1.91888
19/09/2018,1.91863
20/09/2018,1.91738
21/09/2018,1.92088
24/09/2018,1.918
25/09/2018,1.91625
26/09/2018,1.92525
27/09/2018,2.17388
28/09/2018,2.17138
01/10/2018,2.17075
02/10/2018,2.17725
03/10/2018,2.16813
04/10/2018,2.16525
05/10/2018,2.17175
08/10/2018,.
09/10/2018,2.1655
10/10/2018,2.172
11/10/2018,2.17225
12/10/2018,2.16938
15/10/2018,2.17725
16/10/2018,2.17638
17/10/2018,2.176
18/10/2018,2.17025
19/10/2018,2.17113
22/10/2018,2.17063
23/10/2018,2.17388
24/10/2018,2.17513
25/10/2018,2.17425
26/10/2018,2.17675
29/10/2018,2.17888
30/10/2018,2.18
31/10/2018,2.173
01/11/2018,2.17538
02/11/2018,2.17463
05/11/2018,2.17525
06/11/2018,2.17663
07/11/2018,2.17725
08/11/2018,2.17988
09/11/2018,2.175
12/11/2018,.
13/11/2018,2.17788
14/11/2018,2.17575
15/11/2018,2.17938
16/11/2018,2.17538
19/11/2018,2.18075
20/11/2018,2.17288
21/11/2018,2.1805
22/11/2018,.
23/11/2018,2.177
26/11/2018,2.183
27/11/2018,2.1785
28/11/2018,2.1825
29/11/2018,2.18275
30/11/2018,2.1775
03/12/2018,2.18188
04/12/2018,2.17613
05/12/2018,2.17188
06/12/2018,2.18238
07/12/2018,2.18088
10/12/2018,2.182
11/12/2018,2.18213
12/12/2018,2.18475
13/12/2018,2.18438
14/12/2018,2.18475
17/12/2018,2.18125
18/12/2018,2.18025
19/12/2018,2.18175
20/12/2018,2.38788
21/12/2018,2.39163
24/12/2018,2.38988
25/12/2018,.
26/12/2018,.
27/12/2018,2.391
28/12/2018,2.39238
31/12/2018,2.37825
01/01/2019,.
02/01/2019,2.38675
03/01/2019,2.39188
04/01/2019,2.394
07/01/2019,2.39275
08/01/2019,2.39125
09/01/2019,2.39075
10/01/2019,2.39413
11/01/2019,2.38938
14/01/2019,2.39013
15/01/2019,2.38675
16/01/2019,2.38488
17/01/2019,2.38463
18/01/2019,2.38388
21/01/2019,.
22/01/2019,2.37563
23/01/2019,2.38413
24/01/2019,2.3845
25/01/2019,2.38475
28/01/2019,2.38488
29/01/2019,2.38438
30/01/2019,2.38388
31/01/2019,2.3835
01/02/2019,2.374
04/02/2019,2.38413
05/02/2019,2.38238
06/02/2019,2.38325
07/02/2019,2.38313
08/02/2019,2.38575
11/02/2019,2.38625
12/02/2019,2.3835
13/02/2019,2.38438
14/02/2019,2.38275
15/02/2019,2.387
18/02/2019,.
19/02/2019,2.378
20/02/2019,2.38463
21/02/2019,2.3825
22/02/2019,2.38788
25/02/2019,2.38863
26/02/2019,2.38863
27/02/2019,2.38825
28/02/2019,2.38275
01/03/2019,2.38488
04/03/2019,2.38238
05/03/2019,2.39063
06/03/2019,2.39063
07/03/2019,2.38975
08/03/2019,2.38688
11/03/2019,2.39025
12/03/2019,2.39038
13/03/2019,2.39013
14/03/2019,2.39038
15/03/2019,2.39038
18/03/2019,2.38963
19/03/2019,2.39013
20/03/2019,2.38625
21/03/2019,2.38725
22/03/2019,2.389
25/03/2019,2.38938
26/03/2019,2.39388
